"user_id","has_applied","v1","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v2","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v3","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v4","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v5","v50","v51","v52","v53","v54","v55","v56","v6","v7","v8","v9"
"U1",1,0.620573070598766,0.0186620256863534,0.100803000153974,0.0808979796711355,0.42041676142253,0.817681153072044,0.14735548896715,0.446812199195847,0.637663369765505,0.588279446819797,0.372787103056908,0.0446195097174495,0.545795773388818,0.320667817723006,0.256118761841208,0.893281562253833,0.978688881965354,NA,0.631599005777389,0.102100796299055,0.865705617703497,0.394903739914298,0.374306711833924,NA,0.848320043412969,0.95699781132862,0.931460555875674,0.238959135254845,0.971021516947076,0.270547139691189,0.173712083604187,0.812841993290931,0.682774897664785,0.958667414961383,0.857464410830289,0.673225916922092,0.314939830685034,0.6088671090547,0.181897691451013,0.290247450349852,0.432202687719837,0.588725275592878,0.897328503197059,0.738945251097903,0.0308970187325031,0.20618177158758,0.227104405406862,0.811505327932537,0.945987665327266,0.798488910775632,0.148969069123268,0.707921371562406,0.751510268775746,0.349077739752829,0.337131575215608,0.807632426032797
"U2",1,0.972502487013116,0.870276829693466,0.504887434653938,0.995162574807182,0.1794802127406,0.608719153096899,0.245084754191339,0.851245632395148,0.354934172471985,0.438580605899915,0.762244871584699,0.838409495772794,0.784755082335323,0.946472144918516,0.53060973668471,0.0397504745051265,0.0306577440351248,NA,0.951784531585872,0.753792284755036,0.951984627172351,0.932224147953093,0.0386650061700493,0.291056450922042,0.546694186050445,0.89900625590235,0.338304137345403,0.702809926820919,0.958425975171849,0.210809915559366,0.842657091328874,0.064067720901221,0.718352046329528,0.189126192126423,0.16299649188295,0.8563252389431,0.317163713974878,0.862768487771973,0.196591480635107,0.929293863708153,0.13115857122466,0.685389863559976,0.761857111705467,0.36111227190122,0.760104147018865,0.746835272526368,0.855074242921546,0.683701066067442,0.318415880901739,0.703565990785137,0.400617464445531,0.56346921203658,0.989582938374951,0.0735142265912145,0.0958845291752368,0.890820913948119
"U3",1,0.240755641832948,0.546439582016319,0.521399389253929,0.402420138474554,0.640443872660398,NA,0.184515172382817,0.395058448426425,0.856322274776176,0.203001750633121,0.33722893986851,0.564156313193962,0.529062965186313,0.541350512066856,0.425256154499948,0.673770689638332,0.308352824533358,NA,0.0993958762846887,0.817544438876212,0.0783686980139464,0.233120004413649,0.115910539636388,NA,0.0963753699325025,0.041116415290162,0.278794907266274,0.37993953959085,0.908737155143172,0.339477847330272,0.94180481787771,0.50187593861483,NA,0.792988288216293,0.0104977688752115,0.984127876581624,0.397964667063206,0.152783290483057,0.896773969987407,0.394093170994893,0.754928097128868,0.65771849709563,0.261882704216987,0.133785518817604,0.712621037615463,0.677082109265029,0.614897509571165,0.48756417655386,0.256930299336091,0.653874380281195,0.761972487671301,0.976819721981883,0.264504835242406,0.513135001063347,0.978386790491641,0.6206691772677
"U4",1,0.00485405558720231,0.433187663089484,0.250801164191216,0.242679655784741,0.713586317840964,0.210186429088935,0.977472322061658,0.375023946398869,0.718613027594984,NA,0.94366365368478,0.254976429510862,0.859308481682092,0.0453473122324795,0.837727471021935,0.797030629357323,0.959362417226657,NA,0.220129459397867,0.628410850651562,0.606137799099088,0.434358892263845,0.451547710690647,0.0156664932146668,0.278978003421798,0.823175681987777,0.769056587480009,0.907529552467167,0.0243247849866748,0.127831180812791,0.0341778444126248,0.811856617219746,0.0815166309475899,0.553484943928197,0.639436539029703,0.22282597143203,0.177331747021526,0.14064102852717,0.999586527934298,0.893618305213749,0.203560435911641,0.233331172727048,0.260462100151926,0.20169936446473,0.149240020196885,0.988853245042264,0.407412251690403,0.242282340768725,0.097724246326834,0.191388406790793,0.516972323181108,0.742984309326857,0.232343910261989,0.305115266703069,0.080068918177858,0.297232892597094
"U5",1,0.835250002797693,0.476812240667641,0.764353735372424,0.449752981541678,0.524924280587584,0.807181372772902,0.294022917980328,0.475042554084212,0.548696634592488,0.599780498305336,0.571502703940496,0.418768102535978,0.173925698967651,0.483410533284768,0.422777792206034,0.881557277170941,0.718041301239282,NA,0.0152930067852139,0.477884819265455,0.221132849343121,0.413810857338831,0.630507764872164,NA,0.00382516160607338,0.685443110065535,0.00461054756306112,0.898230072110891,0.60582366050221,0.677840742748231,0.514669597148895,0.164853270398453,0.788901228224859,0.872926136245951,0.487520686816424,0.85115716420114,0.10397954727523,NA,0.851533210836351,0.0036713054869324,0.488608082290739,0.141553171211854,0.708311083028093,0.510309509467334,0.296837720554322,0.291645139688626,0.60560509422794,0.772734632249922,0.351835942128673,0.932707524625584,0.724384379340336,0.123646727064624,0.091980156255886,0.581444460200146,0.0939407465048134,0.612622529733926
"U6",1,0.389722341205925,NA,0.9824092106428,0.0613764182198793,0.677935529500246,0.672407781239599,0.101335005369037,0.674822430126369,0.487093280768022,0.482708295807242,0.710580830462277,0.492826141649857,0.277814339147881,0.150944979395717,0.761759636458009,0.256610521348193,0.250556932762265,NA,0.652674172073603,0.126258609583601,0.126885932637379,0.0248082326725125,0.871521109947935,0.921254332875833,0.962704100413248,0.644087857799605,0.732323611620814,0.147980505833402,0.249993660021573,0.918362291529775,0.280120108975098,0.781731635797769,0.0851044915616512,0.428296752739698,NA,0.468257620930672,0.590062230592594,0.936341515509412,0.456859003519639,0.901763721369207,NA,0.871812655823305,0.291159877553582,0.278468641452491,0.50962499785237,0.545707991113886,0.638892768649384,0.527562474133447,0.965408618794754,0.141986313275993,0.105091464240104,0.55256514553912,0.121568347094581,0.129931802162901,0.487778382143006,0.476658766856417
"U7",0,0.698593652807176,0.0755432397127151,0.178160487441346,0.0938277025707066,0.142474544234574,0.087674924172461,0.431083703879267,0.0136977550573647,0.827997587388381,0.346655578352511,0.162795785581693,0.421636483399197,0.496945559978485,0.526335549307987,0.671898426488042,0.0247663124464452,0.917206515325233,NA,0.168342514894903,0.116576801985502,0.703881208552048,0.432460058247671,0.203509716782719,0.993318198248744,0.0269346255809069,0.44373393477872,NA,0.336832080502063,0.0111042733769864,0.161790220066905,0.311386937974021,0.632598591502756,0.396786590572447,0.570786591619253,0.559653727337718,0.222607114817947,0.691666698083282,0.526600035140291,0.990678918780759,0.961223875870928,0.9675049521029,0.405617609620094,0.306304954923689,0.645941620925441,0.160692449193448,0.349738743156195,0.951561590656638,0.555858346167952,0.534562115790322,0.26725793723017,0.317444665590301,0.371862278785557,0.610036528902128,0.6196525671985,0.604181461734697,0.606746906181797
"U8",0,0.572515252744779,0.638281705090776,0.761444819159806,0.0746891603339463,0.0580649389885366,0.491102712461725,0.972272316226736,0.133156033232808,0.0978641104884446,0.471436174120754,0.281436423538253,0.365419349865988,0.598043933976442,0.51609534653835,0.0928280758671463,0.555687902960926,0.610403829021379,NA,0.863991762744263,0.725576274795458,0.877684869104996,0.45264480332844,0.25754772964865,NA,0.519704259233549,0.517368340399116,0.553101349622011,0.824205378536135,0.854193772189319,0.566674245987087,0.208121328847483,0.371144112432376,0.23060921439901,0.0819990560412407,0.674910564208403,0.309021494118497,0.395426135975868,0.676989595871419,0.0432656852062792,0.921571103157476,0.210909867659211,0.978543826844543,0.352940014796332,0.585484949406236,0.319397533778101,0.110349228605628,0.241078633582219,0.55849346308969,0.744772420963272,0.472571285674348,0.921199665870517,0.127741184085608,NA,0.732270544394851,0.265665049664676,0.386975172674283
"U9",1,0.848331701476127,0.793644730234519,0.566411514766514,0.523610429139808,0.637888439465314,0.0441167533863336,0.950832310365513,0.808354213600978,0.449015775462613,0.324739284114912,0.0238808449357748,0.776829951675609,0.961793564958498,0.548282833537087,0.492826567497104,0.772351357387379,0.340246579609811,0.401778376661241,0.631121395388618,0.581606109393761,0.867773746373132,0.325840228470042,0.0665391813963652,NA,0.312797201331705,0.957049880875275,0.939997680252418,0.59502253565006,0.960775261046365,0.364130737958476,0.306765937479213,0.0851361907552928,0.341441765194759,0.0255191859323531,NA,0.547084510326385,0.717524701962247,0.651949153048918,0.928366118809208,0.62875383743085,0.302788806613535,0.280162224546075,0.390284921973944,0.113895957125351,0.02086296165362,0.124330220511183,0.0708678208757192,0.342810407979414,0.258150457637385,0.0272796859499067,0.657050620997325,0.245282099116594,0.102893699426204,0.447416265727952,0.449079994577914,0.140559218125418
"U10",0,0.767281772801653,0.633460772223771,0.285664456663653,0.966673098737374,0.257559753255919,0.0892624403350055,0.573168248636648,0.397583092795685,0.404651762917638,0.34218345140107,0.503986297408119,0.203170828288421,0.170404652366415,0.28387533640489,0.998230905272067,0.876392197795212,0.0336628139484674,0.222418368794024,0.995594896841794,0.996501038549468,0.507955604232848,0.763863082742319,0.0212925202213228,NA,0.793833367759362,0.979956039460376,0.990260640857741,0.797209897777066,0.123283456545323,0.464796437416226,0.0757232939358801,0.764680473599583,NA,0.497247832594439,0.639042959548533,NA,0.894804891664535,0.165124815423042,0.349362297682092,0.104753621853888,0.433868103194982,0.345527002355084,0.962742689531296,0.639063290553167,0.0315062098670751,0.0359384268522263,0.74712109263055,0.358722601318732,0.608482539653778,0.418947875034064,0.730177642777562,0.593695648945868,0.85878400830552,0.243534290930256,0.728080634959042,0.40623491560109
"U11",1,0.435362375108525,0.654283417388797,0.838689487660304,0.81986195826903,0.80603795661591,0.641354016028345,0.896257843822241,0.772284721024334,0.461653511272743,0.388308496680111,0.274565778672695,0.358806626172736,0.691589616704732,0.222374893026426,0.672873316565529,0.853445033309981,0.746943048667163,0.377415995579213,0.947817831300199,0.410488182911649,0.344723678659648,0.109714597929269,0.431360062444583,0.601898727240041,0.044122077524662,0.499774187337607,0.19096761662513,0.939976576482877,0.295786521863192,0.398336157668382,0.359708397183567,0.275737130548805,0.172160014975816,0.203583875438198,0.925725789507851,0.212973430985585,0.0508604263886809,0.741174190305173,0.20067741908133,0.852682332275435,0.500495000742376,0.550934444880113,0.208191234618425,0.566587130306289,0.0548548451624811,0.173475637566298,0.23352459911257,0.788547818781808,0.0218743425793946,0.254700921010226,0.829483640147373,0.948222007602453,0.102739476365969,0.968382136430591,0.920422823633999,0.268106363480911
"U12",0,NA,0.372578878421336,0.291752150980756,0.993035010527819,0.00494557805359364,0.668944935547188,0.424696975154802,0.0114183949772269,0.700104684336111,0.900090711889789,0.388336805393919,0.858836092287675,0.065250510815531,0.602367546409369,0.387602662900463,0.968968795612454,0.422347636660561,NA,0.702319698408246,0.112470723222941,0.0382765596732497,0.892653330462053,0.948620403651148,NA,0.200777053367347,0.842801129445434,0.222846516175196,0.352424961747602,0.387003073934466,0.807016834849492,0.678115401882678,0.382953829364851,0.0093971723690629,0.307697962038219,0.19147049356252,0.111450584605336,0.0888761337846518,0.953439421020448,0.707865974400192,0.230085672577843,0.593026041053236,0.898755813250318,0.962935622315854,0.210652469890192,0.225802754750475,0.976740152575076,0.871823637979105,0.25334201194346,0.814138599904254,0.983684205915779,0.690836429828778,0.643871890380979,0.0867962976917624,0.53222209517844,0.177434969926253,0.157829201314598
"U13",1,0.873269739327952,0.839491637889296,0.485172162530944,0.415220223134384,0.176060857018456,0.60457693785429,0.35050876555033,0.563227583188564,0.71468611061573,0.917624088469893,0.476630207849666,NA,0.645900931209326,0.704112482257187,0.631921232677996,0.699920227983966,0.354660826269537,NA,0.391614127438515,0.305011649383232,0.683392209466547,0.271957930410281,0.660474726930261,0.365753518883139,0.406080403132364,0.0424813784193248,0.408483837265521,0.596749187679961,0.12736225919798,0.231807184405625,0.809165287297219,0.764551192522049,0.998177487403154,0.812109152553603,0.407426964724436,0.153535093646497,0.712757114786655,0.955456688534468,0.529143501305953,0.491716737160459,0.354191655758768,0.825566470157355,0.956209405092523,0.195033841999248,0.90681664715521,NA,0.152995452750474,0.978436541743577,0.673131722956896,0.806958750123158,0.303576223785058,0.528821451589465,0.842462133616209,0.790296289138496,0.0643962705507874,0.307464765384793
"U14",1,0.250826404429972,0.499291156884283,0.3058487304952,0.500838172622025,0.222662588814273,0.785632101120427,0.0708324855659157,0.29780674003996,0.117662877077237,0.909551332471892,0.642068749293685,0.993457862641662,0.315799892880023,0.505789933959022,0.613604025682434,0.367921062745154,0.661149584688246,NA,0.0608686453197151,0.171341662993655,NA,0.648612972348928,0.864255313761532,NA,0.890297735808417,0.205355895217508,0.0340567494276911,0.235785725759342,0.564523413777351,0.450822758255526,0.428748388774693,0.464208639925346,0.185567681677639,0.985561810433865,0.635477741016075,0.559159448137507,0.108979946002364,0.571490529226139,0.460318596102297,0.338522591628134,0.291808041976765,0.665574210695922,0.571428191149607,0.957902908790857,0.419691011309624,0.419662924483418,0.242133165942505,0.765232750214636,0.903953668894246,0.0363481852691621,0.7962859980762,0.979623478837311,0.906392216915265,0.315955209312961,0.435226959874853,0.0857068898621947
"U15",0,0.440175639465451,0.471432306105271,0.979224919108674,0.452802233397961,0.994867645902559,0.0547069800086319,0.763521153246984,0.242695930879563,0.391754427459091,0.0457777036353946,0.716777790570632,0.0752815310843289,0.954173480160534,0.453527560690418,0.844537721015513,0.132300060940906,NA,0.149423296796158,0.601229886058718,0.228886827360839,0.460842658998445,0.572458430659026,0.0360391240101308,NA,0.125893321586773,0.711184718413278,0.594948296202347,0.760537823429331,0.550224698614329,0.7077509497758,0.280028358567506,0.312748805852607,0.404692673822865,0.385778802912682,0.615731371333823,0.793107153149322,0.980827124556527,0.483482968062162,0.292458723066375,0.685748047893867,0.639171140501276,0.446423628600314,0.958979066461325,0.153576660202816,0.626978608313948,0.694207944208756,0.57747879717499,0.773654868360609,0.699647919274867,0.815322378417477,0.512242372147739,0.612480946816504,0.566080727847293,0.403209426673129,0.453366023255512,0.894906761823222
"U16",0,0.945272136945277,0.844597977818921,0.9147356916219,0.578360257903114,0.43845211295411,0.0407650505658239,0.249005625490099,0.835801369510591,0.536125533981249,0.459449170157313,0.39877766603604,0.632577774114907,0.961516129784286,0.406075777020305,0.224411584436893,0.750901294639334,0.329864660743624,0.489288227865472,0.61925109103322,0.263572923606262,0.0630623458418995,0.783985552377999,0.96240254258737,0.711998229613528,0.260923226363957,0.819725723937154,0.624863510718569,0.274781288113445,0.563865061383694,0.00700687151402235,0.0463732650969177,0.532189001096413,0.90994504163973,0.458551173331216,0.148098995443434,0.363723698072135,0.891533803194761,0.055803426541388,0.951914381003007,0.682121136924252,0.247775189345703,0.850059969816357,0.569015147862956,0.0505551693495363,0.447051807539538,0.0104419956915081,0.33193679805845,0.702205418841913,0.0574737570714206,0.36384289409034,0.982941638212651,0.195033144438639,0.958134599030018,0.183439142070711,0.502989362226799,0.886262647109106
"U17",0,0.752481885952875,0.140823529334739,0.714669586159289,0.628290699562058,0.0312594401184469,0.80029277340509,0.544325487921014,0.940352611243725,0.188565457006916,0.83120594965294,0.537348941667005,0.0302991799544543,0.516357658430934,0.0136686093173921,0.0242378632538021,0.480951274046674,0.348660163348541,0.751112908357754,0.915668416768312,0.970554496627301,0.590477133402601,0.0197040827479213,0.156694319099188,NA,0.261408248916268,0.459056107094511,0.565532850567251,0.898667585803196,0.344186048489064,0.507797070778906,0.415700406301767,0.360018103616312,0.77491310168989,0.411205348558724,0.584107185946777,0.881480601383373,0.00577954761683941,0.532042267499492,0.0714528483804315,0.971801740350202,0.983391920337453,0.281709970207885,0.81277856323868,0.763973902445287,0.623171227518469,0.82367768487893,0.046642143977806,0.814185889204964,0.402793805347756,0.968524744966999,0.636091893771663,0.981991081964225,0.514586224220693,0.442060401896015,0.0761593719944358,0.286227753385901
"U18",1,0.601130046648905,0.213595785899088,0.455708812223747,0.297398996772245,0.466656453441828,0.810620831791312,0.401377402245998,0.678788057295606,0.25640329066664,0.522104596253484,0.0928512243553996,0.0875697296578437,0.237343395128846,0.164440808817744,NA,0.88091383385472,0.216554737417027,0.95827872864902,0.523166718659922,0.534042408689857,0.813539518043399,0.329142015427351,0.964127508923411,NA,0.553506087744609,0.785079181427136,0.978425249923021,0.783133143559098,0.925960555672646,0.604578235652298,0.164027753518894,0.107169987633824,NA,0.502523817820475,0.55273884255439,0.34775402257219,0.32998796319589,0.569776920136064,0.439580826321617,0.16216655052267,0.60216575441882,0.98668231908232,0.432045593159273,0.643356550019234,0.300816423725337,0.264916698681191,0.101892100414261,0.695661195088178,0.207863729447126,0.0723654350731522,0.495097195962444,0.982946424279362,0.269559731241316,0.446720147971064,0.199805700452998,0.124167974106967
"U19",0,0.502807814395055,0.23274208069779,0.478054104140028,0.487616292666644,0.860519627807662,0.779274219181389,0.337667910614982,0.900659536244348,0.622186392312869,0.350971657782793,0.539079776965082,0.320556691847742,0.932140596909449,0.719900068594143,0.604971489403397,0.0276171339210123,0.000476200366392732,NA,0.973552968353033,0.891333989333361,0.823688816279173,0.50477457116358,0.83077508979477,NA,0.485986076528206,0.083200340392068,0.580352709628642,0.0300033348612487,0.969509826274589,0.725270998897031,0.550539827439934,0.50568176060915,0.639100742060691,0.714006482856348,0.921606295043603,0.0909165013581514,0.901716115418822,0.764988747425377,0.031741808867082,0.510799044277519,0.231232692487538,0.826194328488782,0.160134200938046,0.224642926128581,0.940475995652378,0.0516843996010721,0.954802099615335,0.490432906663045,0.293033000314608,0.543297160416842,0.137662714347243,0.064787128707394,0.690277016256005,0.798066277289763,0.198218374978751,0.411524436902255
